ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Nacionalidade
,,BERNAT CORTES,,KITE MASC.,12.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q2,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,9.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q2,GRE
,,MARKUS EDEGRAN,,KITE MASC.,4.0,0,Gold,23,0,285.0,195.0,World Championship 2024,Q2,USA
,,VOJTECH KOSKA,,KITE MASC.,5.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q2,CZE
,,DEURY CORNIEL,,KITE MASC.,9.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q2,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q3,SGP
,,AXEL MAZELLA,,KITE MASC.,4.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q3,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,1.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q3,GBR
,,VALENTIN BONTUS,,KITE MASC.,2.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q3,AUT
,,BRUNO LOBO,,KITE MASC.,4.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q3,BRA
,,RICCARDO PIANOSI,,KITE MASC.,2.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q3,ITA
,,MARTIN DOLENC,,KITE MASC.,1.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q3,CRO
,,BENOIT GOMEZ,,KITE MASC.,2.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q3,FRA
,,JANNIS MAUS,,KITE MASC.,3.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q3,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,3.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q3,POL
,,MAXIME NOCHER,,KITE MASC.,5.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q3,FRA
,,JAN MARCINIAK,,KITE MASC.,4.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q3,POL
,,DENIS TARADIN,,KITE MASC.,12.0,0,Gold,13,0,225.0,135.0,World Championship 2024,Q3,CYP
,,THEO DE RAMECOURT,,KITE MASC.,14.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q3,FRA
,,SAMUEL ABEN,,KITE MASC.,7.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q3,NED
,,DOR ZARKA,,KITE MASC.,30.0,0,Gold,16,DSQ,220.0,150.0,World Championship 2024,Q3,ISR
,,FLORIAN GRUBER,,KITE MASC.,6.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q3,GER
,,ALEXANDER EHLEN,,KITE MASC.,24.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q3,MON
,,QIBIN HUANG,,KITE MASC.,13.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q3,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,5.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q3,ITA
,,BERNAT CORTES,,KITE MASC.,3.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q3,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,8.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q3,GRE
,,MARKUS EDEGRAN,,KITE MASC.,30.0,0,Gold,23,UFD,285.0,195.0,World Championship 2024,Q3,USA
,,VOJTECH KOSKA,,KITE MASC.,9.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q3,CZE
,,DEURY CORNIEL,,KITE MASC.,9.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q3,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q4,SGP
,,AXEL MAZELLA,,KITE MASC.,3.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q4,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,2.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q4,GBR
,,VALENTIN BONTUS,,KITE MASC.,1.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q4,AUT
,,BRUNO LOBO,,KITE MASC.,3.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q4,BRA
,,RICCARDO PIANOSI,,KITE MASC.,1.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q4,ITA
,,MARTIN DOLENC,,KITE MASC.,2.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q4,CRO
,,BENOIT GOMEZ,,KITE MASC.,3.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q4,FRA
,,JANNIS MAUS,,KITE MASC.,2.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q4,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,4.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q4,POL
,,MAXIME NOCHER,,KITE MASC.,5.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q4,FRA
,,JAN MARCINIAK,,KITE MASC.,5.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q4,POL
,,DENIS TARADIN,,KITE MASC.,30.0,0,Gold,13,UFD,225.0,135.0,World Championship 2024,Q4,CYP
,,THEO DE RAMECOURT,,KITE MASC.,8.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q4,FRA
,,SAMUEL ABEN,,KITE MASC.,30.0,0,Gold,15,DNC,226.0,147.0,World Championship 2024,Q4,NED
,,DOR ZARKA,,KITE MASC.,7.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q4,ISR
,,FLORIAN GRUBER,,KITE MASC.,8.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q4,GER
,,ALEXANDER EHLEN,,KITE MASC.,7.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q4,MON
,,QIBIN HUANG,,KITE MASC.,10.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q4,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,5.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q4,ITA
,,BERNAT CORTES,,KITE MASC.,7.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q4,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,4.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q4,GRE
,,MARKUS EDEGRAN,,KITE MASC.,6.0,0,Gold,23,0,285.0,195.0,World Championship 2024,Q4,USA
,,VOJTECH KOSKA,,KITE MASC.,8.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q4,CZE
,,DEURY CORNIEL,,KITE MASC.,4.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q4,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q5,SGP
,,AXEL MAZELLA,,KITE MASC.,1.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q5,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,4.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q5,GBR
,,VALENTIN BONTUS,,KITE MASC.,2.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q5,AUT
,,BRUNO LOBO,,KITE MASC.,1.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q5,BRA
,,RICCARDO PIANOSI,,KITE MASC.,2.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q5,ITA
,,MARTIN DOLENC,,KITE MASC.,30.0,0,Gold,7,UFD,160.0,89.0,World Championship 2024,Q5,CRO
,,BENOIT GOMEZ,,KITE MASC.,4.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q5,FRA
,,JANNIS MAUS,,KITE MASC.,2.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q5,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,6.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q5,POL
,,MAXIME NOCHER,,KITE MASC.,3.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q5,FRA
,,JAN MARCINIAK,,KITE MASC.,3.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q5,POL
,,DENIS TARADIN,,KITE MASC.,30.0,0,Gold,13,UFD,225.0,135.0,World Championship 2024,Q5,CYP
,,THEO DE RAMECOURT,,KITE MASC.,8.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q5,FRA
,,SAMUEL ABEN,,KITE MASC.,5.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q5,NED
,,DOR ZARKA,,KITE MASC.,13.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q5,ISR
,,FLORIAN GRUBER,,KITE MASC.,8.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q5,GER
,,ALEXANDER EHLEN,,KITE MASC.,6.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q5,MON
,,QIBIN HUANG,,KITE MASC.,7.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q5,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,30.0,0,Gold,20,DNC,269.0,183.0,World Championship 2024,Q5,ITA
,,BERNAT CORTES,,KITE MASC.,4.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q5,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,3.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q5,GRE
,,MARKUS EDEGRAN,,KITE MASC.,30.0,0,Gold,23,UFD,285.0,195.0,World Championship 2024,Q5,USA
,,VOJTECH KOSKA,,KITE MASC.,22.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q5,CZE
,,DEURY CORNIEL,,KITE MASC.,5.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q5,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q6,SGP
,,AXEL MAZELLA,,KITE MASC.,2.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q6,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,30.0,0,Gold,3,UFD,101.0,49.0,World Championship 2024,Q6,GBR
,,VALENTIN BONTUS,,KITE MASC.,6.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q6,AUT
,,BRUNO LOBO,,KITE MASC.,1.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q6,BRA
,,RICCARDO PIANOSI,,KITE MASC.,3.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q6,ITA
,,MARTIN DOLENC,,KITE MASC.,1.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q6,CRO
,,BENOIT GOMEZ,,KITE MASC.,4.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q6,FRA
,,JANNIS MAUS,,KITE MASC.,2.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q6,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,4.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q6,POL
,,MAXIME NOCHER,,KITE MASC.,9.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q6,FRA
,,JAN MARCINIAK,,KITE MASC.,5.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q6,POL
,,DENIS TARADIN,,KITE MASC.,30.0,0,Gold,13,UFD,225.0,135.0,World Championship 2024,Q6,CYP
,,THEO DE RAMECOURT,,KITE MASC.,5.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q6,FRA
,,SAMUEL ABEN,,KITE MASC.,2.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q6,NED
,,DOR ZARKA,,KITE MASC.,3.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q6,ISR
,,FLORIAN GRUBER,,KITE MASC.,7.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q6,GER
,,ALEXANDER EHLEN,,KITE MASC.,8.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q6,MON
,,QIBIN HUANG,,KITE MASC.,6.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q6,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,3.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q6,ITA
,,BERNAT CORTES,,KITE MASC.,15.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q6,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,6.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q6,GRE
,,MARKUS EDEGRAN,,KITE MASC.,7.0,0,Gold,23,0,285.0,195.0,World Championship 2024,Q6,USA
,,VOJTECH KOSKA,,KITE MASC.,5.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q6,CZE
,,DEURY CORNIEL,,KITE MASC.,4.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q6,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q7,SGP
,,AXEL MAZELLA,,KITE MASC.,1.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q7,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,2.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q7,GBR
,,VALENTIN BONTUS,,KITE MASC.,4.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q7,AUT
,,BRUNO LOBO,,KITE MASC.,1.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q7,BRA
,,RICCARDO PIANOSI,,KITE MASC.,2.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q7,ITA
,,MARTIN DOLENC,,KITE MASC.,3.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q7,CRO
,,BENOIT GOMEZ,,KITE MASC.,4.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q7,FRA
,,JANNIS MAUS,,KITE MASC.,2.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q7,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,3.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q7,POL
,,MAXIME NOCHER,,KITE MASC.,8.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q7,FRA
,,JAN MARCINIAK,,KITE MASC.,5.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q7,POL
,,DENIS TARADIN,,KITE MASC.,6.0,0,Gold,13,DP,225.0,135.0,World Championship 2024,Q7,CYP
,,THEO DE RAMECOURT,,KITE MASC.,5.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q7,FRA
,,SAMUEL ABEN,,KITE MASC.,7.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q7,NED
,,DOR ZARKA,,KITE MASC.,21.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q7,ISR
,,FLORIAN GRUBER,,KITE MASC.,9.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q7,GER
,,ALEXANDER EHLEN,,KITE MASC.,5.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q7,MON
,,QIBIN HUANG,,KITE MASC.,6.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q7,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,8.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q7,ITA
,,BERNAT CORTES,,KITE MASC.,13.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q7,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,7.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q7,GRE
,,MARKUS EDEGRAN,,KITE MASC.,4.0,0,Gold,23,0,285.0,195.0,World Championship 2024,Q7,USA
,,VOJTECH KOSKA,,KITE MASC.,6.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q7,CZE
,,DEURY CORNIEL,,KITE MASC.,19.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q7,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q8,SGP
,,AXEL MAZELLA,,KITE MASC.,2.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q8,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,3.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q8,GBR
,,VALENTIN BONTUS,,KITE MASC.,1.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q8,AUT
,,BRUNO LOBO,,KITE MASC.,5.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q8,BRA
,,RICCARDO PIANOSI,,KITE MASC.,1.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q8,ITA
,,MARTIN DOLENC,,KITE MASC.,8.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q8,CRO
,,BENOIT GOMEZ,,KITE MASC.,2.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q8,FRA
,,JANNIS MAUS,,KITE MASC.,11.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q8,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,2.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q8,POL
,,MAXIME NOCHER,,KITE MASC.,3.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q8,FRA
,,JAN MARCINIAK,,KITE MASC.,10.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q8,POL
,,DENIS TARADIN,,KITE MASC.,4.0,0,Gold,13,0,225.0,135.0,World Championship 2024,Q8,CYP
,,THEO DE RAMECOURT,,KITE MASC.,16.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q8,FRA
,,SAMUEL ABEN,,KITE MASC.,18.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q8,NED
,,DOR ZARKA,,KITE MASC.,8.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q8,ISR
,,FLORIAN GRUBER,,KITE MASC.,15.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q8,GER
,,ALEXANDER EHLEN,,KITE MASC.,7.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q8,MON
,,QIBIN HUANG,,KITE MASC.,5.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q8,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,9.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q8,ITA
,,BERNAT CORTES,,KITE MASC.,6.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q8,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,8.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q8,GRE
,,MARKUS EDEGRAN,,KITE MASC.,4.0,0,Gold,23,0,285.0,195.0,World Championship 2024,Q8,USA
,,VOJTECH KOSKA,,KITE MASC.,3.0,0,Gold,24,0,279.0,201.0,World Championship 2024,Q8,CZE
,,DEURY CORNIEL,,KITE MASC.,12.0,0,Gold,25,0,306.0,225.0,World Championship 2024,Q8,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,30.0,0,Gold,1,UFD,50.0,17.0,World Championship 2024,Q9,SGP
,,AXEL MAZELLA,,KITE MASC.,1.0,0,Gold,2,0,106.0,44.0,World Championship 2024,Q9,FRA
,,CONNOR BAINBRIDGE,,KITE MASC.,1.0,0,Gold,3,0,101.0,49.0,World Championship 2024,Q9,GBR
,,VALENTIN BONTUS,,KITE MASC.,2.0,0,Gold,4,0,93.0,50.0,World Championship 2024,Q9,AUT
,,BRUNO LOBO,,KITE MASC.,1.0,0,Gold,5,0,104.0,65.0,World Championship 2024,Q9,BRA
,,RICCARDO PIANOSI,,KITE MASC.,2.0,0,Gold,6,0,112.0,65.0,World Championship 2024,Q9,ITA
,,MARTIN DOLENC,,KITE MASC.,4.0,0,Gold,7,0,160.0,89.0,World Championship 2024,Q9,CRO
,,BENOIT GOMEZ,,KITE MASC.,14.0,0,Gold,8,0,160.0,100.0,World Championship 2024,Q9,FRA
,,JANNIS MAUS,,KITE MASC.,2.0,0,Gold,9,0,136.0,100.0,World Championship 2024,Q9,GER
,,MAKSYMILIAN ZAKOWSKI,,KITE MASC.,6.0,0,Gold,10,0,167.0,113.0,World Championship 2024,Q9,POL
,,MAXIME NOCHER,,KITE MASC.,3.0,0,Gold,11,0,165.0,116.0,World Championship 2024,Q9,FRA
,,JAN MARCINIAK,,KITE MASC.,9.0,0,Gold,12,0,185.0,132.0,World Championship 2024,Q9,POL
,,DENIS TARADIN,,KITE MASC.,5.0,0,Gold,13,0,225.0,135.0,World Championship 2024,Q9,CYP
,,THEO DE RAMECOURT,,KITE MASC.,4.0,0,Gold,14,0,202.0,137.0,World Championship 2024,Q9,FRA
,,SAMUEL ABEN,,KITE MASC.,6.0,0,Gold,15,0,226.0,147.0,World Championship 2024,Q9,NED
,,DOR ZARKA,,KITE MASC.,3.0,0,Gold,16,0,220.0,150.0,World Championship 2024,Q9,ISR
,,FLORIAN GRUBER,,KITE MASC.,5.0,0,Gold,17,0,209.0,151.0,World Championship 2024,Q9,GER
,,ALEXANDER EHLEN,,KITE MASC.,10.0,0,Gold,18,0,229.0,168.0,World Championship 2024,Q9,MON
,,QIBIN HUANG,,KITE MASC.,4.0,0,Gold,19,0,236.0,172.0,World Championship 2024,Q9,CHN
,,LORENZO BOSCHETTI,,KITE MASC.,8.0,0,Gold,20,0,269.0,183.0,World Championship 2024,Q9,ITA
,,BERNAT CORTES,,KITE MASC.,3.0,0,Gold,21,0,257.0,183.0,World Championship 2024,Q9,ESP
,,CAMERON MARAMENIDES,,KITE MASC.,8.0,0,Gold,22,0,254.0,184.0,World Championship 2024,Q9,GRE
,,MARKUS EDEGRAN,,KITE MASC.,30.0,0,Gold,23,DSQ,285.0,195.0,World Championship 2024,Q9,USA
,,VOJTECH KOSKA,,KITE MASC.,30.0,0,Gold,24,DNC,279.0,201.0,World Championship 2024,Q9,CZE
,,DEURY CORNIEL,,KITE MASC.,30.0,0,Gold,25,DSQ,306.0,225.0,World Championship 2024,Q9,DOM
,,MAXIMILIAN MAEDER,,KITE MASC.,1.0,0,Gold,1,0,50.0,17.0,World Championship 2024,Q10,SGP
